assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
124416590,41791,Chiloscyllium indicum,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,HEMISCYLLIIDAE,Chiloscyllium,indicum,,,,"(Gmelin, 1789)",Vulnerable,A2d,3.1,Decreasing,Global
124416752,41792,Chiloscyllium griseum,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,HEMISCYLLIIDAE,Chiloscyllium,griseum,,,,"Müller &amp; Henle, 1838",Vulnerable,A2d,3.1,Decreasing,Global
124418711,41816,Hemigaleus microstoma,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,HEMIGALEIDAE,Hemigaleus,microstoma,,,,"Bleeker, 1852",Vulnerable,A2d,3.1,Decreasing,Global
124421912,41848,Rhina ancylostomus,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINIDAE,Rhina,ancylostomus,,,,"Bloch &amp; Schneider, 1801",Critically Endangered,A2bd,3.1,Decreasing,Global
124423551,41872,Chiloscyllium punctatum,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,HEMISCYLLIIDAE,Chiloscyllium,punctatum,,,,"Müller &amp; Henle, 1838",Near Threatened,A2d,3.1,Decreasing,Global
124424011,41874,Hemipristis elongata,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,HEMIGALEIDAE,Hemipristis,elongata,,,,"(Klunzinger, 1871)",Endangered,A2d,3.1,Decreasing,Global
124424595,41876,Odontaspis ferox,ANIMALIA,CHORDATA,LAMNIFORMES,CHONDRICHTHYES,ODONTASPIDIDAE,Odontaspis,ferox,,,,"(Risso, 1810)",Endangered,A2d,3.1,Decreasing,Global
124425292,41878,Stegostoma tigrinum,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,STEGOSTOMIDAE,Stegostoma,tigrinum,,,,"Forster, 1781",Endangered,A2bcd,3.1,Decreasing,Global
124429948,44206,Oxynotus japonicus,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,OXYNOTIDAE,Oxynotus,japonicus,,,,"Yano &amp; Murofushi, 1985",Vulnerable,A2d,3.1,Decreasing,Global
124432959,44567,Centroscyllium granulatum,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,ETMOPTERIDAE,Centroscyllium,granulatum,,,,"Günther, 1887",Vulnerable,A2d,3.1,Decreasing,Global
124433729,44580,Mustelus dorsalis,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,TRIAKIDAE,Mustelus,dorsalis,,,,"Gill, 1864",Vulnerable,A2d,3.1,Decreasing,Global
124433864,44584,Pseudobatos planiceps,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINOBATIDAE,Pseudobatos,planiceps,,,,"(Garman, 1880)",Vulnerable,A2d,3.1,Decreasing,Global
124434064,44591,Sphyrna corona,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,SPHYRNIDAE,Sphyrna,corona,,,,"Springer, 1940",Critically Endangered,A2bcd,3.1,Decreasing,Global
124434224,44596,Sympterygia brevicaudata,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,ARHYNCHOBATIDAE,Sympterygia,brevicaudata,,,,"(Cope, 1877)",Near Threatened,A2d,3.1,Decreasing,Global
124436667,44647,Urotrygon chilensis,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,UROTRYGONIDAE,Urotrygon,chilensis,,,,"(Günther, 1872)",Near Threatened,A2d,3.1,Decreasing,Global
124437250,44652,Amblyraja frerichsi,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Amblyraja,frerichsi,,,,"(Krefft, 1968)",Vulnerable,A2cd,3.1,Decreasing,Global
124437350,44653,Aculeola nigra,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,ETMOPTERIDAE,Aculeola,nigra,,,,"de Buen, 1959",Near Threatened,A2d,3.1,Decreasing,Global
124438082,60087,Urolophus aurantiacus,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,UROLOPHIDAE,Urolophus,aurantiacus,,,,"Müller &amp; Henle, 1841",Vulnerable,A2d,3.1,Decreasing,Global
124439689,60113,Gymnura zonura,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,GYMNURIDAE,Gymnura,zonura,,,,"(Bleeker, 1852)",Endangered,A2d,3.1,Decreasing,Global
124440205,60117,Gymnura poecilura,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,GYMNURIDAE,Gymnura,poecilura,,,,"(Shaw, 1804)",Vulnerable,A2d,3.1,Decreasing,Global
124440562,169243577,Aetobatus flagellum,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,AETOBATIDAE,Aetobatus,flagellum,,,,"(Bloch &amp; Schneider, 1801)",Endangered,A2d,3.1,Decreasing,Global
124440727,60120,Aetomylaeus maculatus,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MYLIOBATIDAE,Aetomylaeus,maculatus,,,,"(Gray, 1834)",Endangered,A2d,3.1,Decreasing,Global
124440895,60121,Aetomylaeus vespertilio,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MYLIOBATIDAE,Aetomylaeus,vespertilio,,,,"(Bleeker, 1852)",Critically Endangered,A2cd,3.1,Decreasing,Global
124441181,60123,Myliobatis chilensis,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MYLIOBATIDAE,Myliobatis,chilensis,,,,"Philippi, 1892",Vulnerable,A2d,3.1,Decreasing,Global
124441508,60125,Myliobatis longirostris,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MYLIOBATIDAE,Myliobatis,longirostris,,,,"Applegate &amp; Fitch, 1964",Vulnerable,A2d,3.1,Decreasing,Global
124441708,60126,Myliobatis peruvianus,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MYLIOBATIDAE,Myliobatis,peruvianus,,,,"Garman, 1913",Vulnerable,A2d,3.1,Decreasing,Global
124442197,60129,Rhinoptera javanica,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,RHINOPTERIDAE,Rhinoptera,javanica,,,,"Müller &amp; Henle, 1841",Endangered,A2cd,3.1,Decreasing,Global
124442442,60130,Rhinoptera steindachneri,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,RHINOPTERIDAE,Rhinoptera,steindachneri,,,,"Evermann &amp; Jenkins, 1891",Near Threatened,A2d,3.1,Decreasing,Global
124444795,60147,Telatrygon acutirostra,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Telatrygon,acutirostra,,,,"(Nishida &amp; Nakaya, 1988)",Vulnerable,A2d,3.1,Decreasing,Global
124445088,60155,Hemitrygon izuensis,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Hemitrygon,izuensis,,,,"(Nishida &amp; Nakaya, 1988)",Vulnerable,A2d,3.1,Decreasing,Global
124445324,60157,Hypanus longus,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Hypanus,longus,,,,"(Garman, 1880)",Vulnerable,A2d,3.1,Decreasing,Global
124445924,60162,Taeniurops meyeni,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Taeniurops,meyeni,,,,"(Müller &amp; Henle, 1841)",Vulnerable,A2cd,3.1,Decreasing,Global
124446775,60167,Rhinobatos hynnicephalus,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINOBATIDAE,Rhinobatos,hynnicephalus,,,,"Richardson, 1846",Endangered,A2cd,3.1,Decreasing,Global
124446908,60168,Pseudobatos leucorhynchus,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINOBATIDAE,Pseudobatos,leucorhynchus,,,,"(Günther, 1867)",Vulnerable,A2d,3.1,Decreasing,Global
124448370,60178,Zapteryx xyster,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,TRYGONORRHINIDAE,Zapteryx,xyster,,,,"Jordan &amp; Evermann, 1896",Vulnerable,A2d,3.1,Decreasing,Global
124448942,60182,Rhynchobatus springeri,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINIDAE,Rhynchobatus,springeri,,,,"Compagno &amp; Last, 2010",Critically Endangered,A2bd,3.1,Decreasing,Global
124450319,60194,Hydrolagus mitsukurii,ANIMALIA,CHORDATA,CHIMAERIFORMES,CHONDRICHTHYES,CHIMAERIDAE,Hydrolagus,mitsukurii,,,,"(Jordan &amp; Snyder, 1904)",Near Threatened,A2d,3.1,Decreasing,Global
124450455,130420951,Chimaera ogilbyi,ANIMALIA,CHORDATA,CHIMAERIFORMES,CHONDRICHTHYES,CHIMAERIDAE,Chimaera,ogilbyi,,,,"Waite, 1898",Near Threatened,A2bd,3.1,Decreasing,Global
124452245,60208,Centrophorus tessellatus,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,CENTROPHORIDAE,Centrophorus,tessellatus,,,,"Garman, 1906",Endangered,A2d,3.1,Decreasing,Global
124453319,124554059,Chiloscyllium plagiosum,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,HEMISCYLLIIDAE,Chiloscyllium,plagiosum,,,,"(Anonymous [Bennett], 1830)",Near Threatened,A2d,3.1,Decreasing,Global
124456465,61400,Bythaelurus canescens,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,PENTANCHIDAE,Bythaelurus,canescens,,,,"(Günther, 1878)",Vulnerable,A2cd,3.1,Decreasing,Global
124456946,61406,Narcine brevilabiata,ANIMALIA,CHORDATA,TORPEDINIFORMES,CHONDRICHTHYES,NARCINIDAE,Narcine,brevilabiata,,,,"Bessednov, 1966",Vulnerable,A2d,3.1,Decreasing,Global
124458655,63102,Bathyraja albomaculata,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,ARHYNCHOBATIDAE,Bathyraja,albomaculata,,,,"(Norman, 1937)",Vulnerable,A2bd,3.1,Decreasing,Global
124459226,63113,Bathyraja griseocauda,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,ARHYNCHOBATIDAE,Bathyraja,griseocauda,,,,"(Norman, 1937)",Endangered,A2bd,3.1,Decreasing,Global
124461599,63129,Mustelus whitneyi,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,TRIAKIDAE,Mustelus,whitneyi,,,,"Chirichigno F., 1973",Critically Endangered,A2bd,3.1,Decreasing,Global
124461743,63130,Triakis maculata,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,TRIAKIDAE,Triakis,maculata,,,,"Kner &amp; Steindachner, 1867",Critically Endangered,A2bd,3.1,Decreasing,Global
124462289,63135,Urobatis tumbesensis,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,UROTRYGONIDAE,Urobatis,tumbesensis,,,,"(Chirichigno F. &amp; McEachran, 1979)",Vulnerable,A2cd,3.1,Decreasing,Global
124463476,63154,Narcine leoparda,ANIMALIA,CHORDATA,TORPEDINIFORMES,CHONDRICHTHYES,NARCINIDAE,Narcine,leoparda,,,,"Carvalho, 2001",Vulnerable,A2d,3.1,Decreasing,Global
124463727,63158,Pseudobatos prahli,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINOBATIDAE,Pseudobatos,prahli,,,,"(Acero P. &amp; Franke, 1995)",Vulnerable,A2d,3.1,Decreasing,Global
124464321,63167,Rhinobatos jimbaranensis,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINOBATIDAE,Rhinobatos,jimbaranensis,,,,"Last, White &amp; Fahmi, 2006",Critically Endangered,A2d,3.1,Decreasing,Global
124467453,161335,Urotrygon rogersi,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,UROTRYGONIDAE,Urotrygon,rogersi,,,,"(Jordan &amp; Starks, 1895)",Near Threatened,A2d,3.1,Decreasing,Global
124469210,161344,Rostroraja velezi,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Rostroraja,velezi,,,,"(Chirichigno F., 1973)",Vulnerable,A2d,3.1,Decreasing,Global
124470688,161354,Dipturus tengu,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Dipturus,tengu,,,,"(Jordan &amp; Fowler, 1903)",Near Threatened,A2d,3.1,Decreasing,Global
124470861,161355,Nasolamia velox,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Nasolamia,velox,,,,"(Gilbert, 1898)",Endangered,A2cd,3.1,Decreasing,Global
124471213,161357,Myliobatis tobijei,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,MYLIOBATIDAE,Myliobatis,tobijei,,,,"Bleeker, 1854",Vulnerable,A2d,3.1,Decreasing,Global
124472202,161363,Scymnodon ichiharai,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SOMNIOSIDAE,Scymnodon,ichiharai,,,,"Yano &amp; Tanaka, 1984",Vulnerable,A2d,3.1,Decreasing,Global
124472961,161368,Hemitriakis complicofasciata,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,TRIAKIDAE,Hemitriakis,complicofasciata,,,,"Takahashi &amp; Nakaya, 2004",Vulnerable,A2d,3.1,Decreasing,Global
124476574,161393,Dipturus gigas,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Dipturus,gigas,,,,"(Ishiyama, 1958)",Near Threatened,A2d,3.1,Decreasing,Global
124476746,161394,Urotrygon simulatrix,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,UROTRYGONIDAE,Urotrygon,simulatrix,,,,"Miyake &amp; McEachran, 1988",Vulnerable,A2d,3.1,Decreasing,Global
124476903,161395,Triakis scyllium,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,TRIAKIDAE,Triakis,scyllium,,,,"Müller &amp; Henle, 1839",Endangered,A2d,3.1,Decreasing,Global
124484009,161431,Urogymnus granulatus,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Urogymnus,granulatus,,,,"(Macleay, 1883)",Endangered,A2cd,3.1,Decreasing,Global
124484752,161433,Squalus japonicus,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SQUALIDAE,Squalus,japonicus,,,,"Ishikawa, 1908",Endangered,A2d,3.1,Decreasing,Global
124485434,161438,Squalus brevirostris,ANIMALIA,CHORDATA,SQUALIFORMES,CHONDRICHTHYES,SQUALIDAE,Squalus,brevirostris,,,,"Tanaka, 1917",Endangered,A2d,3.1,Decreasing,Global
124488932,161457,Pseudobatos glaucostigmus,ANIMALIA,CHORDATA,RHINOPRISTIFORMES,CHONDRICHTHYES,RHINOBATIDAE,Pseudobatos,glaucostigmus,,,,"(Jordan &amp; Gilbert, 1883)",Vulnerable,A2d,3.1,Decreasing,Global
124490382,161465,Pastinachus solocirostris,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Pastinachus,solocirostris,,,,"Last, Manjaji &amp; Yearsley, 2005",Endangered,A2cd,3.1,Decreasing,Global
124493295,161483,Hongeo koreana,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Hongeo,koreana,,,,"(Jeong &amp; Nakabo, 1997)",Critically Endangered,A2cd,3.1,Decreasing,Global
124494332,161487,Okamejei meerdervoortii,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Okamejei,meerdervoortii,,,,"(Bleeker, 1860)",Vulnerable,A2d,3.1,Decreasing,Global
124497048,161507,Hemitriakis japanica,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,TRIAKIDAE,Hemitriakis,japanica,,,,"(Müller &amp; Henle, 1839)",Endangered,A2d,3.1,Decreasing,Global
124499677,161523,Narcine lingula,ANIMALIA,CHORDATA,TORPEDINIFORMES,CHONDRICHTHYES,NARCINIDAE,Narcine,lingula,,,,"Richardson, 1846",Vulnerable,A2d,3.1,Decreasing,Global
124499982,161526,Carcharhinus albimarginatus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Carcharhinus,albimarginatus,,,,"(Rüppell, 1837)",Vulnerable,A2bd,3.1,Decreasing,Global
124501466,161532,Okamejei hollandi,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Okamejei,hollandi,,,,"(Jordan &amp; Richardson, 1909)",Vulnerable,A2d,3.1,Decreasing,Global
124503092,161540,Maculabatis pastinacoides,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Maculabatis,pastinacoides,,,,"(Bleeker, 1852)",Endangered,A2d,3.1,Decreasing,Global
124503331,161541,Urotrygon reticulata,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,UROTRYGONIDAE,Urotrygon,reticulata,,,,"Miyake &amp; McEachran, 1988",Critically Endangered,A2d,3.1,Decreasing,Global
124503842,161543,Paragaleus tengi,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,HEMIGALEIDAE,Paragaleus,tengi,,,,"(Chen, 1963)",Endangered,A2d,3.1,Decreasing,Global
124504854,161546,Urogymnus lobistoma,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Urogymnus,lobistoma,,,,"(Manjaji-Matsumoto &amp; Last, 2006)",Endangered,A2d,3.1,Decreasing,Global
124506268,161557,Chiloscyllium hasselti,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,HEMISCYLLIIDAE,Chiloscyllium,hasselti,,,,"Bleeker, 1852",Endangered,A2cd,3.1,Decreasing,Global
124506650,161560,Narcine maculata,ANIMALIA,CHORDATA,TORPEDINIFORMES,CHONDRICHTHYES,NARCINIDAE,Narcine,maculata,,,,"(Shaw, 1804)",Vulnerable,A2d,3.1,Decreasing,Global
124509147,161571,Mustelus widodoi,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,TRIAKIDAE,Mustelus,widodoi,,,,"White &amp; Last, 2006",Vulnerable,A2d,3.1,Decreasing,Global
124509549,161575,Rhinoraja longicauda,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,ARHYNCHOBATIDAE,Rhinoraja,longicauda,,,,"Ishiyama, 1952",Near Threatened,A2d,3.1,Decreasing,Global
124509727,161576,Hemitrygon sinensis,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Hemitrygon,sinensis,,,,"(Steindachner, 1892)",Endangered,A2cd,3.1,Decreasing,Global
124511558,169236406,Platyrhina sinensis,ANIMALIA,CHORDATA,TORPEDINIFORMES,CHONDRICHTHYES,PLATYRHINIDAE,Platyrhina,sinensis,,,,"(Bloch &amp; Schneider, 1801)",Endangered,A2cd,3.1,Decreasing,Global
124512513,161598,Pateobatis hortlei,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Pateobatis,hortlei,,,,"(Last, Manjaji-Matsumoto &amp; Kailola, 2006)",Near Threatened,A2cd,3.1,Decreasing,Global
124514068,161607,Narke dipterygia,ANIMALIA,CHORDATA,TORPEDINIFORMES,CHONDRICHTHYES,NARKIDAE,Narke,dipterygia,,,,"(Bloch &amp; Schneider, 1801)",Vulnerable,A2d,3.1,Decreasing,Global
124514399,161608,Tetronarce formosa,ANIMALIA,CHORDATA,TORPEDINIFORMES,CHONDRICHTHYES,TORPEDINIDAE,Tetronarce,formosa,,,,"(Haas &amp; Ebert, 2006)",Near Threatened,A2d,3.1,Decreasing,Global
124514790,161612,Bathyraja smirnovi,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,ARHYNCHOBATIDAE,Bathyraja,smirnovi,,,,"(Soldatov &amp; Pavlenko, 1915)",Near Threatened,A2d,3.1,Decreasing,Global
124515272,161615,Pateobatis fai,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Pateobatis,fai,,,,"(Jordan &amp; Seale, 1906)",Vulnerable,A2cd,3.1,Decreasing,Global
124516086,161618,Hemitrygon laevigata,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Hemitrygon,laevigata,,,,"(Chu, 1960)",Vulnerable,A2cd,3.1,Decreasing,Global
124516589,161621,Himantura undulata,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,DASYATIDAE,Himantura,undulata,,,,"(Bleeker, 1852)",Endangered,A2d,3.1,Decreasing,Global
124517235,161624,Benthobatis yangi,ANIMALIA,CHORDATA,TORPEDINIFORMES,CHONDRICHTHYES,NARCINIDAE,Benthobatis,yangi,,,,"Carvalho, Compagno &amp; Ebert, 2003",Vulnerable,A2d,3.1,Decreasing,Global
124518082,161630,Gymnura japonica,ANIMALIA,CHORDATA,MYLIOBATIFORMES,CHONDRICHTHYES,GYMNURIDAE,Gymnura,japonica,,,,"(Temminck &amp; Schlegel, 1850)",Vulnerable,A2d,3.1,Decreasing,Global
124518703,161633,Mustelus manazo,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,TRIAKIDAE,Mustelus,manazo,,,,"Bleeker, 1855",Endangered,A2d,3.1,Decreasing,Global
124519140,161636,Okamejei acutispina,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Okamejei,acutispina,,,,"(Ishiyama, 1958)",Vulnerable,A2d,3.1,Decreasing,Global
124520542,161644,Halaelurus maculosus,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,PENTANCHIDAE,Halaelurus,maculosus,,,,"White, Last &amp; Stevens, 2007",Near Threatened,A2d,3.1,Decreasing,Global
124520681,161645,Okamejei kenojei,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Okamejei,kenojei,,,,"(Müller &amp; Henle, 1841)",Vulnerable,A2d,3.1,Decreasing,Global
124524022,161662,Rhizoprionodon longurio,ANIMALIA,CHORDATA,CARCHARHINIFORMES,CHONDRICHTHYES,CARCHARHINIDAE,Rhizoprionodon,longurio,,,,"(Jordan &amp; Gilbert, 1882)",Vulnerable,A2cd,3.1,Decreasing,Global
124525206,161669,Beringraja pulchra,ANIMALIA,CHORDATA,RAJIFORMES,CHONDRICHTHYES,RAJIDAE,Beringraja,pulchra,,,,"(Liu, 1932)",Endangered,A2d,3.1,Decreasing,Global
124527280,161679,Cirrhoscyllium formosanum,ANIMALIA,CHORDATA,ORECTOLOBIFORMES,CHONDRICHTHYES,PARASCYLLIIDAE,Cirrhoscyllium,formosanum,,,,"Teng, 1959",Vulnerable,A2d,3.1,Decreasing,Global
