Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
CEBC000131,Picea engelmannii x glauca / Oplopanax horridus / Hylocomium splendens,hybrid white spruce / devil's club / step moss,SBSmc1/07,S2 (2015),Red,GNR,N/A,N/A,,,,
CEBC000327,Picea engelmannii x glauca / Paxistima myrsinites / Ptilium crista-castrensis,hybrid white spruce / falsebox / knight's plume,SBSmm/01,S2S3 (2015),Blue,GNR,N/A,N/A,,,,
CEBC000057,Picea engelmannii x glauca / Pleurozium schreberi - Brachythecium spp.,hybrid white spruce / red-stemmed feathermoss - ragged-mosses,IDFdk4/09,S3 (2016),Blue,GNR,N/A,N/A,,,,
C2A2BSXLO1,Picea engelmannii x glauca - Populus tremuloides / Aralia nudicaulis,hybrid white spruce - trembling aspen / wild sarsaparilla,IDFdm2/05,S2 (2004),Red,GNR,N/A,N/A,,,,
CEBC000300,Picea engelmannii x glauca / Ribes lacustre,hybrid white spruce / black gooseberry,MSdc1/04; MSdc2/07; MSdm1/06,S3 (2004),Blue,GNR,N/A,N/A,,,,
C2A2BSXRL1,Picea engelmannii x glauca / Ribes lacustre / Aralia nudicaulis,hybrid white spruce / black gooseberry / wild sarsaparilla,ICHmk1/05,S3? (2004),Blue,GNR,N/A,N/A,,,Y,
CEBC000313,Picea engelmannii x glauca / Ribes lacustre - Oplopanax horridus,hybrid white spruce / black gooseberry - devil's club,MSdm2/06,S2S3 (2001),Blue,GNR,N/A,N/A,,,,
C2A2BSXPP1,Picea engelmannii x glauca / Rosa acicularis / Petasites frigidus var. palmatus,hybrid white spruce / prickly rose / palmate coltsfoot,IDFxm/08; IDFxw/07,S2S3 (2009),Blue,GNR,N/A,N/A,,,,
CEBC000331,Picea engelmannii x glauca / Shepherdia canadensis - Paxistima myrsinites,hybrid white spruce / soopolallie - falsebox,SBSmm/05,S1S2 (2016),Red,GNR,N/A,N/A,,,,
CEBC000154,Picea engelmannii x glauca / Spiraea douglasii,hybrid white spruce / hardhack,SBSmw/05,S2S3 (2014),Blue,G3,N/A,N/A,,,,
CEBC003000,Picea engelmannii x glauca / Spiraea douglasii / Gymnocarpium dryopteris,hybrid white spruce / hardhack / oak fern,SBSwk1/06,S2 (2015),Red,GNR,N/A,N/A,,,,
CEBC003001,Picea engelmannii x glauca / Spiraea douglasii - Rosa acicularis,hybrid white spruce / hardhack - prickly rose,SBSdw3/06,S3? (2011),Blue,GNR,N/A,N/A,,,,
CEBC003117,Picea engelmannii x glauca / Spiraea douglasii / Sphagnum spp.,hybrid white spruce / hardhack / peat-mosses,SBSmw/12,S3 (2015),Blue,GNR,N/A,N/A,,,,
CEBC000873,Picea engelmannii x glauca / Stereocaulon spp.,hybrid white spruce / foam lichens,SBSdw2/00,S1 (2014),Red,G1,N/A,N/A,,,,
CEBC000332,Picea engelmannii x glauca / Vaccinium membranaceum - Paxistima myrsinites,hybrid white spruce / black huckleberry - falsebox,SBSmm/06,S3 (2004),Blue,GNR,N/A,N/A,,,,
CEBC003086,Picea glauca - Abies lasiocarpa / Vaccinium membranaceum / Pleurozium schreberi,white spruce - subalpine fir / black huckleberry / red-stemmed feathermoss,BWBSwk1/101; BWBSwk2/101; BWBSwk3/101,S3 (2012),Blue,GNR,N/A,N/A,,,,
CEBC000454,Picea glauca / Gymnocarpium dryopteris - Aralia nudicaulis,white spruce / oak fern - wild sarsaparilla,BWBSmw/110,S3 (2016),Blue,G3,N/A,N/A,,,,
CEBC003078,Picea glauca - Picea mariana / Rhododendron groenlandicum / Aulacomnium palustre,white spruce - black spruce / Labrador-tea / glow moss,BWBSdk/Ws15; BWBSmk/Ws15; BWBSmw/Ws15; BWBSwk1/Ws15,S3 (2011),Blue,GNR,N/A,N/A,,,,
CEBC003079,Picea glauca - Pinus contorta / Shepherdia canadensis / Eurybia conspicua,white spruce - lodgepole pine / soopolallie / showy aster,BWBSwk1/103,S3 (2011),Blue,GNR,N/A,N/A,,,,
CEBC000430,Picea glauca / Ribes triste / Equisetum spp.,white spruce / red swamp currant / horsetails,BWBSdk/110; BWBSmk/110; BWBSmw/111; BWBSwk1/110; BWBSwk2/111; BWBSwk3/110,S2S3 (2011),Blue,G4,N/A,N/A,,,Y,
CEBC000455,Picea glauca / Ribes triste / Mertensia paniculata,white spruce / red swamp currant / tall bluebells,BWBSwk2/110,S3 (2012),Blue,G3,N/A,N/A,,,,
CEBC000616,Picea mariana / Gaultheria hispidula / Sphagnum spp.,black spruce / creeping-snowberry / peat-mosses,SBPSmc/Wb01; SBSdk/09; SBSdk/Wb01; SBSmw/Wb01; SBSun/Wb01,S3? (2010),Blue,GNR,N/A,N/A,,,Y,
CEBC003068,Picea mariana / Lysichiton americanus / Sphagnum spp.,black spruce / skunk cabbage / peat-mosses,ICHmc2/Ws09; ICHvk2/Ws09; SBSvk/Ws09; SBSwk1/Ws09,S2S3 (2004),Blue,GNR,N/A,N/A,,,,
CEBC003065,Picea mariana / Menyanthes trifoliata / Sphagnum spp.,black spruce / buckbean / peat-mosses,ICHmc2/Wb11; ICHmw3/Wb11; ICHvk2/Wb11; ICHwk3/Wb11; SBSdw2/Wb11; SBSmc2/Wb11; SBSwk1/Wb11,S3 (2008),Blue,GNR,N/A,N/A,,,,
CEBC000555,Picea mariana - Pinus contorta / Kalmia spp. / Sphagnum spp.,black spruce - lodgepole pine / kalmias / peat-mosses,ICHmm/07; SBSvk/08,S3 (2004),Blue,GNR,N/A,N/A,,,,
C2A2BPSCN1,Picea sitchensis / Calamagrostis nutkaensis,Sitka spruce / Pacific reedgrass,CWHvh1/16; CWHvh2/16; CWHwh1/15,S3 (2004),Blue,G3G5,N/A,N/A,,Haida Gwaii LUO,,
C2A2BPSCO1,Picea sitchensis / Carex obnupta,Sitka spruce / slough sedge,CWHvh1/18; CWHvh2/18; CWHwh1/17,S2S3 (2004),Blue,G2G3,N/A,N/A,,Haida Gwaii LUO,,
C1A9CPSGS1,Picea sitchensis / Gaultheria shallon,Sitka spruce / salal,CWHvh1/14; CWHvh2/14,S3 (2010),Blue,GNR,N/A,N/A,,,,
C2A2BPSLA1,Picea sitchensis / Lysichiton americanus,Sitka spruce / skunk cabbage,CWHwm/09,S3 (2004),Blue,GNR,N/A,N/A,,,,
C1A9CPSMD1,Picea sitchensis / Maianthemum dilatatum Very Wet Hypermaritime 1,Sitka spruce / false lily-of-the-valley Very Wet Hypermaritime 1,CWHvh1/08,S1S2 (2004),Red,G1G2,N/A,N/A,,Central and North Coast LUO; Haida Gwaii LUO; South Central Coast LUO,,
C1A9CPSMD2,Picea sitchensis / Maianthemum dilatatum Wet Hypermaritime 1,Sitka spruce / false lily-of-the-valley Wet Hypermaritime 1,CWHvh2/08; CWHwh1/07,S2 (2004),Red,G2G3,N/A,N/A,,Haida Gwaii LUO; Central and North Coast LUO; South Central Coast LUO,Y,
C1A9CPSMF1,Picea sitchensis / Malus fusca,Sitka spruce / Pacific crab apple,CWHvh1/19; CWHvh2/19; CWHwh1/18,S3 (2004),Blue,GNR,N/A,N/A,,Haida Gwaii LUO,,
C1A9CPSPM1,Picea sitchensis / Polystichum munitum,Sitka spruce / sword fern,CWHvh1/17; CWHvh2/17,S3 (2004),Blue,G3,N/A,N/A,,Haida Gwaii LUO,,
C1B2CPBRS1,Picea sitchensis / Rubus spectabilis Dry,Sitka spruce / salmonberry Dry,CWHdm/08; CWHds1/08,S1S2 (2010),Red,G1G2,N/A,N/A,,Central and North Coast LUO; South Central Coast LUO,Y,
C1B2CPBRS2,Picea sitchensis / Rubus spectabilis Moist Submaritime,Sitka spruce / salmonberry Moist Submaritime,CWHms1/07; CWHms2/07,S1S2 (2004),Red,G3,N/A,N/A,,Central and North Coast LUO,,
C1B2CARRS2,Picea sitchensis / Rubus spectabilis Very Dry Maritime,Sitka spruce / salmonberry Very Dry Maritime,CWHxm1/08; CWHxm2/08,S2 (2004),Red,G3,N/A,N/A,,Central and North Coast LUO; South Central Coast LUO,Y,
C1B2CARRS1,Picea sitchensis / Rubus spectabilis Very Wet Maritime,Sitka spruce / salmonberry Very Wet Maritime,CWHvm1/09,S2 (2020),Red,G3,N/A,N/A,,Central and North Coast LUO; South Central Coast LUO,Y,
C1A9APSRS1,Picea sitchensis / Rubus spectabilis Wet Maritime,Sitka spruce / salmonberry Wet Maritime,CWHwm/05,S3 (2023),Blue,G3,N/A,N/A,,,,
C2B2CPBRS1,Picea sitchensis / Rubus spectabilis Wet Submaritime 1,Sitka spruce / salmonberry Wet Submaritime 1,CWHws1/07,S2 (2010),Red,G3,N/A,N/A,,Central and North Coast LUO,Y,
C2B2CPBRS2,Picea sitchensis / Rubus spectabilis Wet Submaritime 2,Sitka spruce / salmonberry Wet Submaritime 2,CWHws2/07,S3 (2023),Blue,G3,N/A,N/A,,,Y,
C2A2BPSTC1,Picea sitchensis / Trisetum canescens,Sitka spruce / tall trisetum,CWHvh1/09; CWHvh2/09; CWHwh1/08,S1S2 (2009),Red,G1G2,N/A,N/A,,Haida Gwaii LUO; Central and North Coast LUO; South Central Coast LUO,Y,
C2A2BTMCN1,Picea sitchensis - Tsuga mertensiana / Calamagrostis nutkaensis,Sitka spruce - mountain hemlock / Pacific reedgrass,MHwh/03; MHwh1/03,S3 (2004),Blue,G3G4,N/A,N/A,,Haida Gwaii LUO,,
CEBC003055,Picea spp. - Abies lasiocarpa / Lysichiton americanus,spruces - subalpine fir / skunk cabbage,SBSvk/10; SBSvk/Ws11,S3 (2015),Blue,G3,N/A,N/A,,,,
IILEPA2053,Pieris marginalis guppyi,"Margined White, guppyi subspecies",BAFA; BWBS; CMA; CWH; SWB,S3 (2023),Blue,G5T3 (2000),,,,,,
NLT0022820,Pilophorus robustus,octopus' matchstick,CWHvh; CWHwh,S2S3 (2019),Blue,GNR,,,,,,
NLT0022830,Pilophorus vegae,headless matchstick,,S1S2 (2019),Red,GNR,,,,,,
IILER97090,Pima occidentalis,A Pyralid Moth,,S3S4 (2020),Blue,GNR,,,,,,
ABPBY03013,Pinicola enucleator carlottae,"Pine Grosbeak, carlottae subspecies",CMA; CWH; MH,S3 (2005),Blue,G5T3 (2016),,,,,,
PGPIN04010,Pinus albicaulis,whitebark pine,BAFAun; BAFAunp; CMAunp; CWHdm; CWHds; CWHms; CWHun; CWHvm; CWHws; ESSFdc; ESSFdcp; ESSFdcw; ESSFdk; ESSFdkp; ESSFdku; ESSFdkw; ESSFdm; ESSFdmp; ESSFdmw; ESSFdv; ESSFdvp; ESSFdvw; ESSFmc; ESSFmcp; ESSFmk; ESSFmkp; ESSFmm; ESSFmmp; ESSFmv; ESSFmvp; ESSFmw; ESSFmwp; ESSFmww; ESSFvc; ESSFvcp; ESSFvcw; ESSFwc; ESSFwcp; ESSFwcw; ESSFwk; ESSFwm; ESSFwmp; ESSFwmw; ESSFwv; ESSFwvp; ESSFxc; ESSFxcp; ESSFxcw; ESSFxv; ESSFxvp; ESSFxvw; ICHdm; ICHdw; ICHmc; ICHmk; ICHmm; ICHmw; ICHvk; ICHwk; IDFdc; IDFdk; IDFdm; IDFdw; IDFww; IDFxc; IDFxh; IMAun; IMAunp; MHmm; MHmmp; MSdc; MSdk; MSdm; MSdv; MSmw; MSxk; MSxv; SBPSxc; SBSdh; SBSmc; SBSvk; SBSwk,S2S3 (2019),Blue,G3G4 (2020),E,1-E (2012),,,Y,
CEBC000779,Pinus albicaulis / Cladonia spp. - Dicranum fuscescens,whitebark pine / clad lichens - curly heron's-bill moss,ESSFmk/02; ESSFmk/03,S3 (2009),Blue,GNR,N/A,N/A,,,,
C2A2APAKM1,Pinus albicaulis / Koeleria macrantha,whitebark pine / junegrass,ESSFdv/02; ESSFdv1/,S3 (2009),Blue,GNR,N/A,N/A,,,,
CEBC000230,Pinus contorta / Alnus alnobetula ssp. sinuata / Calamagrostis rubescens,lodgepole pine / Sitka alder / pinegrass,ICHmk1/04,S3 (2004),Blue,GNR,N/A,N/A,,,,
C1A9CPCAU1,Pinus contorta / Arctostaphylos uva-ursi,lodgepole pine / kinnikinnick,CWHws1/02; CWHws2/02,S2 (2004),Red,GNR,N/A,N/A,,Central and North Coast LUO; South Central Coast LUO,,
CEBC003039,Pinus contorta / Carex aquatilis / Sphagnum spp.,lodgepole pine / water sedge / peat-mosses,ESSFdv/Wb07; ESSFdv1/; ESSFdv2/Wb07; ICHmk3/Wb07; ICHwc/Wb07; ICHwk2/Wb07; ICHwk3/08; ICHwk3/Wb07; MSxk/Wb07; MSxk2/; MSxk3/,S3 (2007),Blue,G3,N/A,N/A,,,,
CEBC003040,Pinus contorta / Carex pauciflora / Sphagnum spp.,lodgepole pine / few-flowered sedge / peat-mosses,ESSFmc/Wb10; ESSFun/Wb10; ESSFwc3/Wb10; ICHwk2/Wb10; SBSmc2/Wb10,S2S3 (2004),Blue,G2G3,N/A,N/A,,,Y,
CEBC000096,Pinus contorta / Cladonia spp. - Polytrichum juniperinum,lodgepole pine / clad lichens - juniper haircap moss,SBPSmk/02; SBSmc1/02,S2S3 (2004),Blue,GNR,N/A,N/A,,,,
CEBC000079,Pinus contorta / Festuca altaica / Stereocaulon spp.,lodgepole pine / Altai fescue / foam lichens,MSxv/02,S1S2 (2018),Red,G3,N/A,N/A,,,,
CEBC000609,Pinus contorta / Juniperus communis / Oryzopsis asperifolia,lodgepole pine / common juniper / rough-leaved ricegrass,SBSdk/02,S3 (2004),Blue,GNR,N/A,N/A,,,,
CEBC003009,Pinus contorta / Juniperus communis - Paxistima myrsinites,lodgepole pine / common juniper - falsebox,ESSFdc2/03,S3 (2004),Blue,GNR,N/A,N/A,,,,
CEBC000329,Pinus contorta / Paxistima myrsinites / Calamagrostis rubescens,lodgepole pine / falsebox / pinegrass,SBSmm/03; SBSmm/04,S2? (2016),Red,GNR,N/A,N/A,,,,
CEBC000090,Pinus contorta - Picea mariana / Pleurozium schreberi,lodgepole pine - black spruce / red-stemmed feathermoss,SBPSdc/04; SBSdw2/07; SBSdw3/05,S3 (2015),Blue,G3,N/A,N/A,,,,
CEBC000875,Pinus contorta / Polystichum kruckebergii - Aspidotis densa,lodgepole pine / Kruckeberg's holly fern - dense lace fern,BWBSdk/00; ESSFdvp/00; ESSFwk1/00; IDFdk2/00; MSmw1/00; SBSmw/00; SBSwk1/00; SWBun/00,S1 (2015),Red,G1,N/A,N/A,,,Y,
CEBC000082,Pinus contorta / Rhododendron columbianum / Empetrum nigrum,lodgepole pine / trapper's-tea / crowberry,MSxv/05,S2 (2021),Red,GNR,N/A,N/A,,,,
CEBC000603,Pinus contorta / Rhododendron groenlandicum - Vaccinium myrtilloides,lodgepole pine / Labrador-tea - velvet-leaved blueberry,SBSdh1/05,S2 (2014),Red,GNR,N/A,N/A,,,,
CEBC000876,Pinus contorta / Rhododendron macrophyllum,lodgepole pine / Pacific rhododendron,IDFww/00,S2 (2004),Red,G2,N/A,N/A,,,,
C2A2APCSG2,Pinus contorta / Sphagnum spp. CDFmm,lodgepole pine / peat-mosses CDFmm,CDFmm/10,S1 (2004),Red,GNR,N/A,N/A,,,Y,
C2A2APCSG3,Pinus contorta / Sphagnum spp. Very Dry Maritime,lodgepole pine / peat-mosses Very Dry Maritime,CWHxm1/11; CWHxm2/11,S2S4 (2021),Blue,GNR,N/A,N/A,,South Central Coast LUO,Y,
CEBC000299,Pinus contorta / Spiraea betulifolia / Calamagrostis rubescens,lodgepole pine / birch-leaved spirea / pinegrass,MSdc1/03,S3 (2004),Blue,GNR,N/A,N/A,,,,
CEBC000221,Pinus contorta / Vaccinium caespitosum / Sphagnum spp.,lodgepole pine / dwarf blueberry / peat-mosses,ESSFwc2/09,S3 (2004),Blue,GNR,N/A,N/A,,,,
CEBC000161,Pinus contorta / Vaccinium membranaceum / Cladina spp.,lodgepole pine / black huckleberry / reindeer lichens,SBSmk2/00; SBSvk/09; SBSwk1/02; SBSwk2/02; SBSwk3/02,S3 (2015),Blue,G3,N/A,N/A,,,Y,
CEBC003118,Pinus contorta / Vaccinium membranaceum / Ptilium crista-castrensis,lodgepole pine / black huckleberry / knight's plume,SBSmw/11,S3 (2015),Blue,GNR,N/A,N/A,,,,
CEBC000151,Pinus contorta / Vaccinium membranaceum - Vaccinium myrtilloides,lodgepole pine / black huckleberry - velvet-leaved blueberry,SBSmw/03; SBSvk/02; SBSwk1/03,S3 (2015),Blue,GNR,N/A,N/A,,,,
CEBC000601,Pinus contorta / Vaccinium myrtilloides / Cladonia spp.,lodgepole pine / velvet-leaved blueberry / clad lichens,SBSdh1/02,S3? (2016),Blue,GNR,N/A,N/A,,,Y,
CEBC001062,Pinus contorta var. contorta / Juniperus communis - Arctostaphylos columbiana,shore pine / common juniper - hairy manzanita,CWHxm1/00,S1 (2011),Red,GNR,N/A,N/A,,,Y,
PGPIN040F0,Pinus flexilis,limber pine,ESSFdk; ESSFdkp; ESSFdkw; IDFdk; IDFxk; MSdk,S2S3 (2019),Blue,G4 (2024),E,,,,Y,
C2A2APPAL1,Pinus ponderosa / Aristida purpurea var. longiseta,ponderosa pine / red three-awn,BGxh1/04; BGxh2/03; PPxh1/02,S3 (2013),Blue,GNR,N/A,N/A,,,,Y
C1A9BPPPT1,Pinus ponderosa - Populus tremuloides / Rosa woodsii,ponderosa pine - trembling aspen / prairie rose,PPdh2/03,S1 (2004),Red,GNR,N/A,N/A,,,,
C2B2CPPPB1,Pinus ponderosa - Populus trichocarpa / Toxicodendron rydbergii,ponderosa pine - black cottonwood / poison ivy,BGxh1/06,S1 (2013),Red,GNR,N/A,N/A,,,Y,Y
C2A2APPAS1,Pinus ponderosa / Pseudoroegneria spicata,ponderosa pine / bluebunch wheatgrass,BGxh2/04; BGxw1/03; PPxh2/03; PPxh2/04,S3 (2013),Blue,GNR,N/A,N/A,,,,
C2A2APPAF4,Pinus ponderosa / Pseudoroegneria spicata - Festuca campestris,ponderosa pine / bluebunch wheatgrass - rough fescue,BGxw1/05; PPxh1/05; PPxh2/01,S2 (2013),Red,GNR,N/A,N/A,,,Y,Y
CEBC000322,Pinus ponderosa / Pseudoroegneria spicata - Festuca idahoensis,ponderosa pine / bluebunch wheatgrass - Idaho fescue,PPxh1/01,S3 (2013),Blue,GNR,N/A,N/A,,,,
CEBC000415,Pinus ponderosa / Pseudoroegneria spicata - Lupinus sericeus,ponderosa pine / bluebunch wheatgrass - silky lupine,PPdh1/01; PPdh2/01; PPxh3/,S1S2 (2021),Red,GNR,N/A,N/A,Y,,,
C2A2APPRG1,Pinus ponderosa / Rhus glabra,ponderosa pine / smooth sumac,BGxh1/05,S2 (2013),Red,GNR,N/A,N/A,,,Y,Y
CEBC000416,Pinus ponderosa / Symphoricarpos albus / Poa spp.,ponderosa pine / common snowberry / bluegrasses,PPdh1/05; PPxh3/,S2 (2004),Red,GNR,N/A,N/A,,,,
PMPOA4J030,Piptatheropsis canadensis,Canada ricegrass,BWBSmw,S1 (2019),Red,G4G5 (2016),,,,,Y,
IMBIV51090,Pisidium fallax,River Peaclam,BWBS; ESSF; IDF; SBS,S3S4 (2017),Blue,G5 (2015),,,,,,
ARADB26021,Pituophis catenifer catenifer,"Gophersnake, catenifer subspecies",CDF; CWH,SX (2018),Red,G5T5 (2016),XT,1-XT (2005),,,,
ARADB26022,Pituophis catenifer deserticola,"Gophersnake, deserticola subspecies",BG; IDF; PP,S3 (2018),Blue,G5T5 (2016),T,1-T (2005),Y,,Y,Y
PDBOR0V192,Plagiobothrys figuratus var. figuratus,fragrant popcornflower,CDFmm,S1 (2019),Red,G4T4 (1996),E,1-E (2010),,,Y,
PDBOR0V130,Plagiobothrys tenellus,slender popcornflower,CDFmm,S1? (2019),Red,G4G5 (2025),T,1-T (2011),,,Y,
NBMUS5G010,Plagiobryum demissum,,BAFA; BG; SWB,S3 (2024),Blue,G3G5 (2000),,,,,,
NBHEP2M0W0,Plagiochila gracilis,,,S3 (2021),Blue,GNR,,,,,,
IMGASN0060,Planorbella columbiensis,Caribou Rams-horn,SBS,SH (2015),Red,GH (2015),,,,,,
IMGASN0020,Planorbula armigera,Thicklip Rams-horn,BWBS,S1S3 (2015),Red,G5 (2017),,,,,,
IMGASN0050,Planorbula campestris,Meadow Rams-horn,BAFA; BWBS; CDF; CMA; CWH; ESSF; ICH; IMA; MH; SBS,S3S4 (2015),Blue,G4G5 (2015),,,,,,
PDPLN02080,Plantago canescens,arctic plantain,MSdk,S2 (2019),Red,G4G5 (2016),,,,,Y,
CEBC003041,Plantago maritima - Puccinellia pumila,sea plantain - dwarf alkaligrass,CWH/Em04,S2 (2004),Red,G2,N/A,N/A,,,,
PMORC1X050,Platanthera ephemerantha,white-lip rein orchid,CDFmm; CWHvh,S3 (2019),Blue,G3? (2012),,,,,Y,
NLLEC2Q020,Platismatia wheeleri,,IDFxh,S1S3 (2019),Red,GNR,,,,,,
NBMUS5L020,Platygyrium repens,Flat-brocade Moss,,S3? (2024),Blue,G5 (2015),,,,,,
NBMUS3S0L0,Platyhypnum norvegicum,,ICHdw; ICHmm,S2S3 (2024),Blue,G2 (1999),,,,,,
IILEPG501C,Plebejus anna vancouverensis,"Anna's Blue, vancouverensis subspecies",,S3S4 (2023),Blue,G4T4 (2001),,,,,,
NFNHP00060,Plectania milleri,,,S2S3 (2021),Blue,G3? (2004),,,,,,
ARACH01110,Plestiodon skiltonianus,Western Skink,BG; ICH; IDF; PP,S3S4 (2018),Blue,G5 (2016),SC,1-SC (2005),,,Y,Y
AAAAD12270,Plethodon idahoensis,Coeur d'Alene Salamander,ICH; IDF,S3? (2022),Blue,G4 (2016),SC,1-SC (2003),Y,,Y,
NFAGA40020,Pleurotus subareolatus,,,S3 (2021),Blue,GNR,,,,,,
NBHEP0S020,Plicanthus hirtellus,,,S2S3 (2021),Blue,G5? (1999),,,,,,
IILEJ08020,Plutella armoraciae,a diamondback moth,,S3S4 (2020),Blue,GNR,,,,,,
IILEJ08070,Plutella porrectella,Dame's Violet Moth,,S2S4 (2020),Blue,GNR,,,,,,
NFPLU000E0,Pluteus petasatus,,,S3 (2021),Blue,GNR,,,,,,
NFAGA42050,Pluteus salicinus,,,S3 (2021),Blue,GNR,,,,,,
ABNNB02030,Pluvialis dominica,American Golden-Plover,BAFA; BG; BWBS; CDF; CWH; ICH; IDF; MS; PP; SBS; SWB,S3S4B (2015),Blue,G5 (2016),,,,,,
PMPOA4Z015,Poa abbreviata ssp. pattersonii,abbreviated bluegrass,BAFA; CMA; IMA,S2S3 (2022),Blue,G5T5 (1984),,,,,Y,
PMPOA4Z1D1,Poa banffiana,Banff bluegrass,,S2 (2021),Red,G2 (2021),,,,,Y,
PMPOA4Z0V1,Poa fendleriana ssp. fendleriana,mutton grass,BGxh; BGxw; ESSFdcp; IDFxw,S1S3 (2018),Red,G5T5 (2024),,,,,Y,
CEBC002053,Poa glauca ssp. rupicola Herbaceous Vegetation,glaucous bluegrass Herbaceous Vegetation,BAFA,S3 (2004),Blue,GNR,N/A,N/A,,,,
CEBC003072,Poa macrantha Herbaceous Vegetation,dune bluegrass Herbaceous Vegetation,CWHvh1; CWHwh1,S1 (2009),Red,GNR,N/A,N/A,,Haida Gwaii LUO; South Central Coast LUO,,
PMPOA4Z230,Poa pseudoabbreviata,polar bluegrass,BWBSdk; CMA,S2S3 (2019),Blue,G4 (1992),,,,,Y,
C5C1HPGAT1,Poa secunda ssp. secunda - Elymus trachycaulus,Sandberg's bluegrass - slender wheatgrass,ESSFmc; SBSdk/82; SBSmc2,S1S3 (2009),Red,GNR,N/A,N/A,,Central and North Coast LUO,Y,
PMPOA4Z2E0,Poa suksdorfii,Suksdorf's bluegrass,IMA,S2 (2021),Red,G4 (1995),,,,,Y,
ABNCA03030,Podiceps nigricollis,Eared Grebe,BAFA; BG; BWBS; CMA; CWH; ESSF; ICH; IDF; IMA; MH; MS; PP; SBPS; SBS,S3B (2015),Blue,G5 (2016),,,,,,
NBMUS5S0X0,Pohlia andalusica,,CMA,S2S3 (2024),Blue,G4G5 (2017),,,,,,
NBMUS5S030,Pohlia bulbifera,,ESSF; SWB,S3? (2024),Blue,G5 (2015),,,,,,
NBMUS5S080,Pohlia crudoides,,BAFA; ESSF,S2S3 (2024),Blue,G5 (2015),,,,,,
NBMUS5S0C0,Pohlia erecta,,CMAunp,S2S3 (2024),Blue,G3G5 (2000),,,,,,
NBMUS5S1A0,Pohlia pacifica,,CWHvh; CWHwh,S3 (2024),Blue,GU (2000),,,,,,
PDPLM0E040,Polemonium californicum,California Jacob's ladder,ICHdw; IDFmw,S1S3 (2019),Red,G4? (2002),,,,,,
PDPLM0E090,Polemonium elegans,elegant Jacob's-ladder,CMAun,S2 (2019),Red,G4 (1988),,,,,Y,
PDPLM0E0R0,Polemonium villosissimum,Alaska Jacob's-ladder,,S2S3 (2019),Blue,G4 (2016),,,,,,
IILEP66040,Polites draco,Draco Skipper,BAFA; BWBS; ESSF; IMA; SBS; SWB,S3 (2020),Blue,G5 (2021),,,,,,
IILEP66020,Polites sabuleti,Sandhill Skipper,BG; ESSF; ICH; IDF; MS; PP,S2 (2020),Red,G4 (2023),,,,,Y,
IILEP66090,Polites sonora,Sonora Skipper,BG; ESSF; IDF; IMA; MS; PP,S3 (2020),Blue,G4 (2020),NAR,,Y,,Y,Y
IILEP66061,Polites themistocles themistocles,"Tawny-edged Skipper, themistocles subspecies",ESSF; ICH; IDF; IMA; MS; PP,S2S3 (2023),Blue,G5TNR,,,,,,
IILEPK5094,Polygonia oreas threatfuli,"Oreas Anglewing, threatfuli subspecies",,S3S4 (2023),Blue,G5T3T4 (2015),,,,,,
PDPGN0L0X1,Polygonum austiniae,Austin's knotweed,MSdk,S2 (2019),Red,G5T4 (1991),,,,,Y,
PDPGN0L0X5,Polygonum engelmannii,Engelmann's knotweed,IDFxh; MSdk,S1 (2019),Red,G5T3T5 (2007),,,,,Y,
PDPGN0L0Q2,Polygonum humifusum ssp. caurianum,Alaska knotweed,BWBSdk,S2S3 (2019),Blue,G4T4 (2016),,,,,Y,
PDPGN0L1Q0,Polygonum paronychia,black knotweed,CWHvh; CWHwh; CWHxm,S3 (2019),Blue,G5 (1990),,,,,Y,
CEBC003109,Polygonum paronychia - Abronia latifolia,black knotweed - yellow sand-verbena,CDFmm/; CWHxm1/,S1 (2011),Red,GNR,N/A,N/A,,,Y,
PDPGN0L1Y1,Polygonum polygaloides ssp. confertiflorum,close-flowered knotweed,ICHmk; MSdk,S3 (2021),Blue,G4G5T3T4 (2015),,,,,Y,
PDPGN0L211,Polygonum ramosissimum ssp. prolificum,proliferous knotweed,BWBSmw,S1S2 (2017),Red,G5T4T5 (2015),,,,,Y,
PDPGN0LZ22,Polygonum sawatchense ssp. oblivium,Sawatch knotweed,ESSFmw,S2S3 (2019),Blue,GNRTNR,,,,,Y,
NFPOL1W020,Polyporoletus sylvestris,,,S3 (2021),Blue,GNR,,,,,,
PPDRY0R060,Polystichum californicum,California Sword-fern,CDFmm,S1 (2019),Red,G4 (2025),E,,,,Y,
PPDRY0R0E0,Polystichum lemmonii,Lemmon's holly fern,ESSFdc,S2? (2019),Red,G4 (2011),T,1-T (2005),,,Y,
PPDRY0R0N0,Polystichum scopulinum,mountain holly fern,ESSFmw; IDFdk,S1S2 (2019),Red,G4 (2011),T,1-T (2006),,,Y,
PPDRY0R0P0,Polystichum setigerum,Alaska holly fern,CMA; CWHvm; CWHwh; CWHws,S3 (2019),Blue,G3 (2011),,,,,Y,
NBMUS5T0D0,Polytrichastrum sphaerothecium,,MHmm,S2S3 (2024),Blue,G4G5T3T4 (2018),,,,,,
NBMUS5T100,Polytrichum hyperboreum,,,S2S3 (2024),Blue,G5? (2000),,,,,,
